epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,3615.06,1.73462,0.87825,0.94579,0.86904,0.79062,0.86373,0.40419,1.71525,0.85298,0.99179,0.0013763,0.0013763,0.0013763
65,3671.98,1.71487,0.85562,0.9367,0.90899,0.76806,0.87282,0.41728,1.68406,0.83231,0.99835,0.0013664,0.0013664,0.0013664
66,3728.93,1.70844,0.86575,0.93574,0.90456,0.78707,0.87212,0.41728,1.69073,0.84013,1.00114,0.0013565,0.0013565,0.0013565
67,3785.71,1.72719,0.85899,0.93591,0.85697,0.79733,0.87013,0.41775,1.68053,0.83569,0.98778,0.0013466,0.0013466,0.0013466
68,3842.74,1.7156,0.85366,0.94434,0.89261,0.79214,0.8834,0.43216,1.67466,0.845,0.98793,0.0013367,0.0013367,0.0013367
69,3899.95,1.69749,0.83484,0.93988,0.89546,0.79214,0.8825,0.42329,1.6551,0.83133,0.99101,0.0013268,0.0013268,0.0013268
70,3956.93,1.68709,0.83127,0.93977,0.85068,0.80147,0.86036,0.40627,1.69049,0.85864,0.99523,0.0013169,0.0013169,0.0013169
71,4013.62,1.71718,0.84395,0.93997,0.88084,0.79638,0.8737,0.41215,1.71512,0.83516,0.99372,0.001307,0.001307,0.001307
72,4070.12,1.70206,0.84877,0.9336,0.86415,0.8143,0.86468,0.42327,1.68348,0.83347,0.99617,0.0012971,0.0012971,0.0012971
73,4127.26,1.71549,0.85747,0.94056,0.88248,0.79943,0.86962,0.41983,1.68857,0.84654,0.98844,0.0012872,0.0012872,0.0012872
74,4184.34,1.70879,0.84562,0.93373,0.86439,0.79594,0.86354,0.41217,1.69083,0.8456,0.99757,0.0012773,0.0012773,0.0012773
75,4241.41,1.70198,0.85128,0.92924,0.88028,0.79087,0.8669,0.4216,1.67839,0.80923,0.99765,0.0012674,0.0012674,0.0012674
76,4298.46,1.71149,0.85214,0.93894,0.90666,0.77947,0.87675,0.42648,1.68354,0.82494,0.99549,0.0012575,0.0012575,0.0012575
77,4355.61,1.72423,0.85075,0.94197,0.89291,0.77186,0.86085,0.42077,1.6681,0.82589,0.9987,0.0012476,0.0012476,0.0012476
78,4412.83,1.67768,0.83381,0.9359,0.89545,0.78834,0.8745,0.43088,1.68117,0.827,0.99509,0.0012377,0.0012377,0.0012377
79,4469.83,1.70789,0.832,0.92965,0.90452,0.77567,0.87048,0.42148,1.67286,0.83472,0.99212,0.0012278,0.0012278,0.0012278
80,4526.94,1.6879,0.84109,0.92925,0.88689,0.81493,0.87604,0.42682,1.68501,0.80898,0.99411,0.0012179,0.0012179,0.0012179
81,4583.97,1.70321,0.83336,0.93468,0.88434,0.79468,0.86637,0.41735,1.67041,0.83719,0.99012,0.001208,0.001208,0.001208
82,4640.97,1.6629,0.81417,0.92454,0.90033,0.78454,0.87802,0.42288,1.68214,0.82731,0.99462,0.0011981,0.0011981,0.0011981
83,4698.18,1.66333,0.81776,0.92459,0.86819,0.81496,0.87351,0.41762,1.66631,0.83543,0.98875,0.0011882,0.0011882,0.0011882
84,4755.39,1.69828,0.83097,0.92776,0.88581,0.78961,0.86818,0.41804,1.66049,0.80692,0.98557,0.0011783,0.0011783,0.0011783
85,4812.48,1.66837,0.818,0.92482,0.86928,0.78381,0.86453,0.41002,1.68528,0.80848,0.99268,0.0011684,0.0011684,0.0011684
86,4869.24,1.68222,0.82907,0.92434,0.88484,0.79214,0.87373,0.41817,1.6682,0.82094,0.97635,0.0011585,0.0011585,0.0011585
87,4926.32,1.67388,0.82459,0.93489,0.87746,0.76553,0.85868,0.41262,1.66075,0.81938,0.99003,0.0011486,0.0011486,0.0011486
88,4983.58,1.65246,0.81317,0.92787,0.85409,0.80126,0.87014,0.4222,1.67362,0.82634,0.99417,0.0011387,0.0011387,0.0011387
89,5040.48,1.66364,0.82869,0.926,0.90239,0.75792,0.86567,0.41627,1.66605,0.83488,0.98368,0.0011288,0.0011288,0.0011288
90,5097.66,1.63701,0.80514,0.91643,0.89071,0.77471,0.86916,0.4141,1.7107,0.84469,0.99556,0.0011189,0.0011189,0.0011189
91,5155.15,1.6323,0.80868,0.91767,0.87527,0.81826,0.88339,0.42599,1.68981,0.82204,0.99658,0.001109,0.001109,0.001109
92,5212.2,1.67249,0.81806,0.92722,0.84886,0.82636,0.86233,0.40208,1.68847,0.83948,0.99476,0.0010991,0.0010991,0.0010991
93,5269.24,1.63758,0.7911,0.92661,0.89458,0.78513,0.86235,0.41273,1.67232,0.81485,0.98488,0.0010892,0.0010892,0.0010892
94,5326.41,1.61368,0.79147,0.92154,0.87385,0.79894,0.87413,0.42222,1.68139,0.80591,0.99347,0.0010793,0.0010793,0.0010793
95,5383.61,1.66148,0.80665,0.9248,0.88262,0.80355,0.8727,0.42157,1.66666,0.80811,0.98504,0.0010694,0.0010694,0.0010694
96,5440.45,1.66543,0.82403,0.92275,0.87244,0.79975,0.87632,0.42689,1.6612,0.8189,0.98289,0.0010595,0.0010595,0.0010595
97,5497.75,1.63347,0.80429,0.91699,0.88417,0.81622,0.87874,0.4291,1.67904,0.81078,0.99477,0.0010496,0.0010496,0.0010496
98,5554.57,1.62325,0.78885,0.92157,0.86552,0.80756,0.86733,0.42565,1.66013,0.81204,0.98896,0.0010397,0.0010397,0.0010397
